CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U74999KA2008PTC046693,SHAROTRI & TYLER HOLDINGS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,06-06-2008,Karnataka,1000000.0,0.0,74999,Real estate renting and business activities,"120, 1ST CROSS,  6TH  MAIN, SHANKARNAGAR,MAHALAKSHMI LAYOUT  ",ROC BANGALORE,nagarajugl@yahoo.com,,
U22130KA2015PTC078783,GCOMM MEDIA AND ENTERTAINMENT PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,10-02-2015,Karnataka,100000.0,100000.0,22130,Manufacturing,"# 203, DAYANIDHI5TH CROSS, GKW LAYOUT, VIJAYANAGAR  ",ROC BANGALORE,email2gururaj@yahoo.com,,
U45205KA2011PTC061705,ACCEDE INNOVATIONZ PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,16-12-2011,Karnataka,500000.0,100000.0,45205,Construction,"First Floor, #28(A), Ward No 20Cowl Bazaar,  ",ROC BANGALORE,pavankhivesra@hotmail.com,,
U45201KA2009PTC050225,DINDEEP STRUCTURES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,24-06-2009,Karnataka,500000.0,100000.0,45201,Construction,"NO. 2, 3RD CROSS, 1ST MAIN, DEVAPPA GARDEN,NAGA SHETTY HALLI, RMV II STAGE EXTENSION,  ",ROC BANGALORE,poongodi.p11@gmail.com,31-03-2016,31-03-2016
U72200KA2013PTC068167,LEJHRO TECHNOLOGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-03-2013,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"NO.757 , 2ND FLOOR,4TH CROSS BEHIND SYNDICATE BANKKONENA AGRAHARA  ",ROC BANGALORE,panigrahi.shakti@gmail.com,31-03-2019,31-03-2019
U51431KA1982PTC004899,PUJITHA AGENCIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-08-1982,Karnataka,100000.0,100000.0,51431,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"PUNJA BLDGS.MULKI, KARNADD.K  ",ROC BANGALORE,cmkyroc@gmail.com,31-03-2014,31-03-2014
U22121KA1982PTC004700,FINE PRINT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-03-1982,Karnataka,10000000.0,6797500.0,22121,Manufacturing,"INDUSTRIAL HOUSE, 45 RACECOURSE ROAD,BANGALORE  ",ROC BANGALORE,swamyp49@gmail.com,31-03-2019,31-03-2019
U45201KA2007PTC042601,KRISHNA ENTERPRISES (HOUSING &INFRASTRUCTURES) INDIA PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-04-2007,Karnataka,20000000.0,20000000.0,45201,Construction,"Project Krishna Shelton, Flat 103, Kattigenahalli,A Block, Baglur Cross, Yelahanka Hoble  ",ROC BANGALORE,compmca123@gmail.com,31-03-2015,31-03-2015
U74999KA2017PTC108388,TOPCRUIT TALENT SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-12-2017,Karnataka,100000.0,15000.0,74999,Real estate renting and business activities,"# 800 / 2, Park Road, Kalyan LayoutND Halli  ",ROC BANGALORE,reach.nbdp@gmail.com,31-03-2019,31-03-2019
U65921KA1994PTC016260,SUPADMA FINANCE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,16-09-1994,Karnataka,2200000.0,2200000.0,65921,Financial intermediation,"VENKATESWARA EXTENSION,DVG ROADSRINIVASAPURA  ",ROC BANGALORE,n_adinaraya@hotmail.com,,
U85110KA1993PTC014280,MULLANGIE SPINTEX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-05-1993,Karnataka,15000000.0,14356300.0,85110,Health and social work,"87/A, ANDHRAL ROADBELLARY  ",ROC BANGALORE,nandish555@yahoo.com,31-03-2009,31-03-2009
U74900KA2014PTC074456,THREE STOOGES HOSPITALITY PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,27-03-2014,Karnataka,1100000.0,800000.0,74900,Real estate renting and business activities,"No. K2 ,Block No 1 , Samhita Castle#140/3 ,Nagavarapalya ,C.V Raman Nagar,  ",ROC BANGALORE,ishwar.sundararaman@gmail.com,31-03-2019,31-03-2019
U55102KA1995PLC019339,JAYAVANT HOUSING FINANCE LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,06-12-1995,Karnataka,20000000.0,50100.0,55102,Hotels and restaurants,"54,EUREKA CENTRE,2 FLOORKOPPIKAR ROAD,HUBLI580 020  ",ROC BANGALORE,,,
U65992KA2015PTC078288,JANASNEHI CHITS PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,14-01-2015,Karnataka,100000.0,100000.0,65992,Financial intermediation,WARD NO: 16NEAR LAXMI TEMPLE  ,ROC BANGALORE,gururajadvn@gmail.com,,
U26933KA1999PTC025323,JAI SHET TILES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,10-06-1999,Karnataka,1000000.0,481000.0,26933,Manufacturing,"GURUKRAPA, II ND CROSS,VIDYANAGAR, HUBLI.   ",ROC BANGALORE,,,
U74140KA2009PTC049698,TRUESKILL ENERGEN PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-04-2009,Karnataka,800000.0,582000.0,74140,Real estate renting and business activities,"C-610, Sterling ResidencyRMV II Stage, Dollars Colony  ",ROC BANGALORE,uday@trueskill.biz,31-03-2019,31-03-2019
U74140KA2008PTC046762,TEJASHWINI ENTERPRISES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,12-06-2008,Karnataka,1000000.0,200000.0,74140,Real estate renting and business activities,"# 520/5, 1st Floor, Siddegowda ComplexHunsur Road, Hootagalli  ",ROC BANGALORE,ereturnofclients@yahoo.com,31-03-2010,31-03-2010
U92120KA2009PTC050941,ADITH PICTURES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,15-09-2009,Karnataka,1000000.0,100000.0,92120,Other community social and personal service activities,"GROUND FLOOR, 124, OLD MADRAS ROADDOORVANINAGAR  ",ROC BANGALORE,sharmila@adithmultilingual.com,,
U72200KA2001PTC028905,GAMMA NETWORK TECHNOLOGIES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,16-04-2001,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"58, IST FLOOR,DOUBLE ROAD,INDIRA NAGAR,  ",ROC BANGALORE,,,
U72900KA2019PTC128349,DATASTURDY CONSULTING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-09-2019,Karnataka,1000000.0,500000.0,72900,Real estate renting and business activities,"34/105, MANTRI RESIDENCY,BANNERGHATTA ROAD,  ",ROC BANGALORE,sikharendu.mitra@gmail.com,,
U92490KA2008PTC045955,DOMUS MANAGEMENT SERVICES PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,04-04-2008,Karnataka,100000.0,100000.0,92490,Other community social and personal service activities,"NO.15, 4TH FLOOR, OPP SHOPPER STOPBANNERGATTA ROAD, J.P.NAGAR, 3RD PHASE  ",ROC BANGALORE,nagarajrao.j@domusgroup.co.in,31-03-2009,31-03-2009
U51397KA1998PTC024316,VEE BEE ESS PRODUCTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,12-10-1998,Karnataka,1000000.0,2000.0,51397,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"NO.31, MILLERS FIRST CROSSSTREET, BENSON TOWN,BANGALORE - 560 046.  ",ROC BANGALORE,,,
U72200KA2012PTC067395,TABENT SYSTEMS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,26-12-2012,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"#21, Bhavani Krupa, 19th CrossPadmanabhnagar, Landmark Near Kidney Foundation  ",ROC BANGALORE,navi4ckm@gmail.com,31-03-2014,31-03-2014
U74999KA2016PTC093015,VALUESTREAM BUSINESS SOLUTIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-05-2016,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"Zenith House, 1st Floor, B Wing,No. 4 Industrial Layout, Koramangala,  ",ROC BANGALORE,chander.mahalingam@valuestreambiz.com,31-03-2019,31-03-2019
U72200KA2006PTC039898,REPLICON SOFTWARE (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Subsidiary of Foreign Company,07-07-2006,Karnataka,1000000.0,1000000.0,72200,Real estate renting and business activities,"TowerB 5Flr,MantriCommercio,MarathalliSarjapur ORRSy no51/3 & 51/4 Devarabisanahalli, Bellandur Post  ",ROC BANGALORE,indiacorp@replicon.com,31-03-2019,31-03-2019
U25209KA2012PTC061936,FLUID CARGO PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-01-2012,Karnataka,1000000.0,1000000.0,25209,Manufacturing,"No. 151/1C, 2  F-2/1C, Mysore  Ooty RoadKille Mohalla  ",ROC BANGALORE,prakash.mys.in@gmail.com,31-03-2019,31-03-2019
U70109KA2019PTC128046,VISTARA INFRACORO INFRASTRUCTURE PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-09-2019,Karnataka,1000000.0,100000.0,70109,Real estate renting and business activities,74 AmruthahalliYNK  ,ROC BANGALORE,raskgf13@gmail.com,,
U74140KA2007FTC044712,SORCYM MANAGEMENT SERVICES PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Subsidiary of Foreign Company,19-12-2007,Karnataka,500000.0,100000.0,74140,Real estate renting and business activities,"7th Floor, Embassy Icon,No.3, Infantry Road,  ",ROC BANGALORE,swapnaks@elbitindia.com,31-03-2009,31-03-2010
U74999KA2018PTC109779,SWALAV TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-01-2018,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"NO.1 GROUND FLOOR, PRUTHUVI LAKE VIEW RESIDENCY,IDGA ROAD, VARTHUR  ",ROC BANGALORE,RAVI.CHUKKALURU@GMAIL.COM,31-03-2019,31-03-2019
U74999KA2016PTC097653,NAMMAART HANDICRAFTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-11-2016,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"# 4, 2nd A Cross, 35th Main Road,Sarakki Garden, J.P Nagar 6th Phase,  ",ROC BANGALORE,ganeshgudigar@gmail.com,,
U17200KA2010PTC055015,MALTEX FASHIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-08-2010,Karnataka,1000000.0,1000000.0,17200,Manufacturing,"Plot No. 17(I), Ganesh Towers, 2nd Floor, 1st CC Main Road, 2nd Phase, Peenya Industrial Area  ",ROC BANGALORE,maltex.blr@gmail.com,31-03-2019,31-03-2019
U92410KA2019PTC130146,RMQ WINNERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-11-2019,Karnataka,1000000.0,100000.0,92410,Other community social and personal service activities,"175 & 176 DOLLARS COLONY,BILEKALLY, BG ROAD,  ",ROC BANGALORE,Rmq@realmoneyquiz.com,,
U74900KA2014PTC072940,FABSHOP TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-01-2014,Karnataka,1000000.0,117890.0,74900,Real estate renting and business activities,"320/6, Behind Lotus Garage,  Ranganatha colonyMysore road  ",ROC BANGALORE,ab@binbag.in,31-03-2019,31-03-2019
U24300KA2018PTC114592,SHENKY CHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-07-2018,Karnataka,1000000.0,10000.0,24300,Manufacturing,"No R-50, Hegde Road, Industrial EstateKumta, Uttara Kannada, Karnataka  ",ROC BANGALORE,vatjatpf2018@gmail.com,,31-03-2019
U74999KA2017PTC099875,ATHANASIA NUTRA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-02-2017,Karnataka,1000000.0,1000000.0,74999,Real estate renting and business activities,"29/106, New No 2321st Floor, 11th Main  ",ROC BANGALORE,geriosdoc.rm@live.com,,
U14102KA1998PTC023445,KRISHNA GRANITE EXPORTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,02-03-1998,Karnataka,500000.0,300000.0,14102,Mining and quarrying,"ORIEN BUSINESS CENTRE,CABINNO.510BEHIND KONQAQRK HOTEL RESIDENCY ROAD  ",ROC BANGALORE,,,
U45209KA2019PTC124151,AMG CONTRACTORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-05-2019,Karnataka,1000000.0,100000.0,45209,Construction,"#30/54-1, 7th Main4th Block, Jayanagar  ",ROC BANGALORE,amgcontractor@gmail.com,,
U70200KA2001PTC029768,S AND S BUSINESS CENTRE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-11-2001,Karnataka,100000.0,100000.0,70200,Real estate renting and business activities,"71,II FLOOR, SONA TOWERSMILLERS ROADBANGALORE  ",ROC BANGALORE,shanmugambias@gmail.com,31-03-2019,31-03-2019
U72900KA2017PTC102056,IONZEAL SOFTWARE SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-04-2017,Karnataka,100000.0,100000.0,72900,Real estate renting and business activities,"647 Chandrika Nilayam 14th B Main,Mathikere Layout Bangalore  ",ROC BANGALORE,suntosh.naik@gmail.com,,
U80301KA2013PTC068413,40K PLUS EDUCATION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-04-2013,Karnataka,500000.0,500000.0,80301,Education,"3RD FLOOR, NO. 410, 5TH MAIN ROAD, 2ND BLOCK,HRBR LAYOUT, KALYAN NAGAR  ",ROC BANGALORE,swetha@40k.com.au,31-03-2019,31-03-2019
U74995KA1998PTC023756,ANU RECOVERY AGENTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,19-05-1998,Karnataka,100000.0,20000.0,74995,Real estate renting and business activities,"NO.5, VINAYAKA COMPLEX,PIPELINE CIRCLE,SUKADAKATTEBANGALORE-560091.  ",ROC BANGALORE,,,
U72200KA2011PTC058248,ONSKIES INFOMEDIA PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,20-04-2011,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"975, 16TH CROSS, CHURCH STREET, 16TH MAINK S LAYOUT  ",ROC BANGALORE,manoj@onskies.com,,
U72900KA2019PTC124110,LIFE SHIELD IT SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-05-2019,Karnataka,1000000.0,1000000.0,72900,Real estate renting and business activities,"No.75/3, 2nd Floor, Gowdru Complex,Opp.BBMP office, Hesaragatta Main Road,  ",ROC BANGALORE,harshakm1980@gmail.com,,
U70100KA2015PTC082099,AFTAN PROPERTIES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,07-08-2015,Karnataka,1000000.0,1000000.0,70100,Real estate renting and business activities,"#786, Next to Bharat Petrol Bunk, Tin FactoryOpp. Old Madras road  ",ROC BANGALORE,sandeep@sanmaoutsource.com,31-03-2016,31-03-2016
U72900KA2009PTC050927,INFOBOTIQUE SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-09-2009,Karnataka,10000000.0,7970000.0,72900,Real estate renting and business activities,"No.230, SHARADA COMPLEX1ST MAIN, GOKULAM II STAGE  ",ROC BANGALORE,cs_sreelpg@yahoo.com,31-03-2019,31-03-2019
U74999KA2016PTC098705,MANMANDIR JEWELS & DIAMONDS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,22-12-2016,Karnataka,3000000.0,3000000.0,74999,Real estate renting and business activities,"# 27/1, Hebbal Main Road, LokanayakanagarMetagalli  ",ROC BANGALORE,manmandirkisna@gmail.com,,
U72200KA2010PTC054447,EDREAMS EDUSOFT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-07-2010,Karnataka,3300000.0,1916865.0,72200,Real estate renting and business activities,"No 4 , Enzyme JNC Business Centre, 1st FloorKempegowda Service Road, Domlur  ",ROC BANGALORE,rajeev.pathak@funtoot.com,31-03-2019,31-03-2019
U74140KA2007PTC043243,GETMAX BUSINESS SOLUTIONS PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,27-06-2007,Karnataka,1000000.0,100000.0,74140,Real estate renting and business activities,"No.73-37/2, 2nd Floor-A, Nanjamma Layout,1st Cross, Devasandra Main Road, Krishnaraja Puram  ",ROC BANGALORE,krishnamurthyhn@gmail.com,31-03-2010,31-03-2010
U72200KA2010PTC055763,UBIKTUS TECHNOLOGIES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,04-11-2010,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"HOUSE #641/B, NEW #21, H.A.L 2nd STAGE, 5th CROSSKODIHALLI  ",ROC BANGALORE,madhusudanreddi@gmail.com,31-03-2016,31-03-2016
U85110KA1966PTC001603,KHODAYS BREWERIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-02-1966,Karnataka,5000000.0,4809000.0,85110,Health and social work,"BREWERY HOUSE,7TH MILE,KANAKAPURA ROAD,  ",ROC BANGALORE,vs1289@gmail.com,31-03-2019,31-03-2019
U74300KA2010PTC055797,LAYA MEDIA SOLUTIONS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,09-11-2010,Karnataka,100000.0,100000.0,74300,Real estate renting and business activities,"NO.30 , RANKANAGAR , BHP & T QRTS,KHB ROAD , SULTANPALYA , R T NAGAR  ",ROC BANGALORE,tvpai13@yahoo.com,31-03-2016,31-03-2016
U72200KA2003PTC032703,GREEN PAGES CITYGUIDE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,10-10-2003,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"NO. 211, JAYALAKSHMI,2ND FLOOR,6TH MAIN,FIRST CROSS,SAMEERPURA,  ",ROC BANGALORE,,,
U24249KA1991PLC011880,SAMI LABS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,19-04-1991,Karnataka,200000000.0,200000000.0,24249,Manufacturing,"19/1&19/2, PEENYA INDUSTRIALAREA II PHASECHOKKASANDRA VILLAGE,  ",ROC BANGALORE,bsbhat@samilabs.com,31-03-2018,31-03-2018
U00921KA1996PTC020053,STUDIO ENTERTAINMENT NETWORK PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,13-03-1996,Karnataka,500000.0,400.0,00921,Agriculture & allied,"21/2, J.C. ROAD,   ",ROC BANGALORE,srimaruthi.mr@gmail.com,,
U55102KA2000PTC026511,SHAKTI WINES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,02-03-2000,Karnataka,1000000.0,2000.0,55102,Hotels and restaurants,"NO.7, 37TH MAIN, 2ND STAGE,BTM LAYOUT  ",ROC BANGALORE,,,
U73100KA2008PTC046240,RACE DYNAMICS INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-04-2008,Karnataka,500000.0,100000.0,73100,Real estate renting and business activities,"C5, CS Tower, 1st C Main Road, Chikkayellappa IndLJakkasandra, Sarjapur Road, 1st Block, Koramangala  ",ROC BANGALORE,bhattad.dm@gmail.com,31-03-2018,31-03-2018
U74999KA2017PTC103661,GRASSHOPPER DESIGN PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-06-2017,Karnataka,500000.0,100000.0,74999,Real estate renting and business activities,"No. 47, 1st Floor, 2nd Main, J P Nagar,8th Phase, Jambusavari Dinne,  ",ROC BANGALORE,haneef@grasshopperdesign.in,31-03-2019,31-03-2019
U51900KA2010PTC055260,P RAIGUR OVERSEAS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,22-09-2010,Karnataka,5000000.0,100000.0,51900,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"NO. 11, G-3, IST FLOOR, MARUTHI ELECTRONIC PLAZAPAILWAN, M. KRISHNAPPA ROAD, 1ST CROSS, SJP ROAD  ",ROC BANGALORE,sriintr@gmail.com,,
U99999KA1970PTC001965,CAMPI ENGINEERS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,18-11-1970,Karnataka,200000.0,1200.0,99999,Extraterritorial organizations and bodies,"17/1, CURLEY ST.,BANGALORE-25.   ",ROC BANGALORE,,,
U74900KA2016PTC087076,ELOQUNC CONSULTING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-03-2016,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,"#14, 12th Main, 17th Cross,7th Sector, HSR Layout,  ",ROC BANGALORE,praveenmuttur99@gmail.com,31-03-2017,31-03-2017
U72900KA2011PTC057930,TRANSTECH INFOSOLUTIONS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,30-03-2011,Karnataka,100000.0,100000.0,72900,Real estate renting and business activities,201/202 2ND FLOOR SAPTAGIRI GARDENSPANDURANGANAGAR BANNERGHATTA ROAD  ,ROC BANGALORE,KHARI@VSNL.COM,,
U72200KA2000PTC028219,INCUBATORS BIZ.COM INDIA PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,01-12-2000,Karnataka,1000000.0,100000.0,72200,Real estate renting and business activities,"NO.812, 10TH MAIN,III BLOCK, KORAMANGALA,BANGALORE  ",ROC BANGALORE,bangalore@rnbca.com,,
U18101KA1993PTC014424,FASHION ATTIRES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,10-06-1993,Karnataka,1000000.0,200.0,18101,Manufacturing,"NO. 125, 10TH CROSS ISTAGEINDIRANAGAR, BANGALORE.   ",ROC BANGALORE,,,
U00300KA1997PTC021863,TRISONS GASES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,25-02-1997,Karnataka,1000000.0,2000.0,00300,Agriculture & allied,"54,II MAIN,VAYALIKAVALBANGALORE-3   ",ROC BANGALORE,,,
U40104KA2016PTC087182,SURAVI SOLAR PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-03-2016,Karnataka,1000000.0,100000.0,40104,Electricity gas and water supply,"NO. 301, 3RD FLOOR VITC MODEL EXPORT PARK, # 488,14TH CROSS, 4TH PHASE,PEENYA INDUSTRIAL AREA  ",ROC BANGALORE,SKN@SNYDERENERGO.COM,,
U65910KA1997PLC021702,PRASANA LAKSHMI LEASING AND INVESTMENTSLIMITED  ,STOF,Public,Company limited by Shares,Non-govt company,27-01-1997,Karnataka,1000000.0,85000.0,65910,Financial intermediation,"189/2/2,SHREE BUILDING,M.G.ROAD,TILAKWADI,BELGAUM   ",ROC BANGALORE,,,
U92111KA2002PTC030269,DECCAN MEDIA PRODUCTIONS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,22-03-2002,Karnataka,7500000.0,100000.0,92111,Other community social and personal service activities,"NO.8, IST FLOOR,SUBRAMANYAPURA ROAD,SUBRAMANYAPURA POST,  ",ROC BANGALORE,,,
U74130KA2005PTC037567,LES FACILITES OUTSOURCING PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,28-10-2005,Karnataka,100000.0,100000.0,74130,Real estate renting and business activities,"NO47, 22ND FLOOR,S-2 HAINES ROAD, FRAZER TOWN  ",ROC BANGALORE,,,
U74900KA2013PTC068876,LAHARI MUSIC PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-05-2013,Karnataka,500000.0,100000.0,74900,Real estate renting and business activities,"4th Floor, TTMC, BMTC Building,Yeshwanthpur Circle, Yeshwanthpur  ",ROC BANGALORE,laharimusic@gmail.com,31-03-2019,31-03-2019
